"Location","Country","Country_work","gender","what_participant_group","field_research","total_research","type","percent","time"
"Nova Scotia","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",20,"Past"
"Ontario","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",0,"Past"
"Quebec","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",90,"Past"
"Newfoundland and Labrador","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",0,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",0,"Past"
"British Columbia","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",0,"Past"
"British Columbia","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",0,"Past"
"","","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",0,"Past"
"","","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",10,"Past"
"Alberta","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"Applied",80,"Past"
"Quebec","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",30,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",50,"Past"
"Alberta","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",10,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",0,"Past"
"Alberta","Canada","Canada","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",50,"Past"
"Ontario","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",100,"Applied",100,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",40,"Past"
"British Columbia","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",0,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",90,"Applied",80,"Past"
"British Columbia","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",20,"Past"
"Quebec","Canada","Canada","Female","","Natural Science",100,"Applied",0,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",50,"Past"
"Ontario","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",0,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",10,"Past"
"Ontario","Canada","Canada","Male","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",0,"Past"
"British Columbia","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",10,"Past"
"Alberta","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",20,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",90,"Applied",30,"Past"
"British Columbia","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",0,"Past"
"Nova Scotia","Canada","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",0,"Past"
"New Brunswick","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",0,"Past"
"Alberta","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",0,"Past"
"Alberta","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"Applied",0,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",0,"Past"
"Quebec","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",90,"Applied",0,"Past"
"British Columbia","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",10,"Past"
"Alberta","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",0,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",0,"Past"
"Alberta","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",60,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"Applied",0,"Past"
"Ontario","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",100,"Applied",60,"Past"
"Nova Scotia","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",0,"Past"
"Alberta","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",10,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",0,"Past"
"Ontario","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",30,"Past"
"Ontario","Canada","Canada","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"Applied",0,"Past"
"Nevada","USA","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",10,"Past"
"Ontario","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",0,"Past"
"Alberta","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"Applied",0,"Past"
"Alberta","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",0,"Past"
"Alberta","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"Applied",40,"Past"
"Ontario","Canada","Canada","Female","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",0,"Past"
"Ontario","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",100,"Applied",0,"Past"
"Ontario","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",0,"Past"
"Ontario","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",0,"Past"
"New Brunswick","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",0,"Past"
"Quebec","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",90,"Applied",0,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",10,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"Applied",10,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"Applied",70,"Past"
"","","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",10,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",40,"Past"
"Ontario","Canada","Canada","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",90,"Applied",0,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",0,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",0,"Past"
"Ontario","Canada","Canada","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"Applied",50,"Past"
"British Columbia","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",30,"Past"
"British Columbia","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",0,"Past"
"British Columbia","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",30,"Past"
"France","France","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",20,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",20,"Past"
"Alberta","Canada","Canada","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"Applied",20,"Past"
"Alberta","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",0,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"Applied",40,"Past"
"British Columbia","Canada","Canada","Female","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Medicine and Life Science",100,"Applied",20,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",0,"Past"
"Manitoba","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",90,"Applied",0,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",150,"Applied",6.66666666666667,"Past"
"Newfoundland and Labrador","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",40,"Past"
"","","Canada","Other","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",90,"Applied",0,"Past"
"New York","USA","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",0,"Past"
"Greece","Greece","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",0,"Past"
"Quebec","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",0,"Past"
"British Columbia","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",0,"Past"
"British Columbia","Canada","Canada","Female","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science",100,"Applied",0,"Past"
"","","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",10,"Past"
"Ontario","Canada","Canada","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",90,"Applied",70,"Past"
"Alberta","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",30,"Past"
"","","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"Applied",0,"Past"
"Quebec","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"Applied",30,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",20,"Past"
"Ontario","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"Applied",50,"Past"
"Alberta","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",100,"Applied",90,"Past"
"","","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",10,"Past"
"Alberta","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",100,"Applied",10,"Past"
"New Brunswick","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",20,"Past"
"Quebec","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",10,"Past"
"Vermont","USA","Canada","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"Applied",0,"Past"
"Nova Scotia","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"Applied",0,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",0,"Past"
"Florida","USA","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",10,"Past"
"Saskatchewan","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",50,"Past"
"Yukon Territory","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",0,"Past"
"British Columbia","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",0,"Past"
"","","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",0,"Past"
"Prince Edward Island","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",10,"Past"
"Alberta","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",40,"Past"
"","","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"Applied",70,"Past"
"British Columbia","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",0,"Past"
"British Columbia","Canada","Canada","Male","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science",100,"Applied",0,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",10,"Past"
"British Columbia","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",0,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",0,"Past"
"Quebec","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"Applied",40,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"Applied",10,"Past"
"New Brunswick","Canada","Canada","Male","","Natural Science",100,"Applied",0,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",10,"Past"
"","","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",0,"Past"
"","","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"Applied",0,"Past"
"","","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",20,"Past"
"British Columbia","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",110,"Applied",9.09090909090909,"Past"
"Ontario","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",10,"Past"
"Quebec","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",0,"Past"
"Alberta","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",10,"Past"
"Japan","Japan","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",0,"Past"
"Ontario","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",10,"Past"
"","","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",0,"Past"
"Ontario","Canada","Canada","Male","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Natural Science",100,"Applied",60,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",50,"Past"
"","","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",80,"Past"
"British Columbia","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",20,"Past"
"","","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",0,"Past"
"Ontario","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"Applied",40,"Past"
"Greece","Greece","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",0,"Past"
"Nova Scotia","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",100,"Applied",0,"Past"
"Newfoundland and Labrador","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"Applied",0,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",0,"Past"
"Newfoundland and Labrador","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"Applied",0,"Past"
"British Columbia","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"Applied",80,"Past"
"","","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"Applied",10,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",20,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",50,"Past"
"Germany","Germany","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",0,"Past"
"Alberta","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",20,"Past"
"Netherlands","Netherlands","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",20,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",90,"Applied",0,"Past"
"Alberta","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",10,"Past"
"Greece","Greece","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",10,"Past"
"Quebec","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",0,"Past"
"Ontario","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"Applied",0,"Past"
"Ontario","Canada","Canada","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"Applied",0,"Past"
"New Brunswick","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",20,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",0,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",10,"Past"
"","","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"Applied",0,"Past"
"United Kingdom","United Kingdom","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",10,"Past"
"British Columbia","Canada","Canada","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"Applied",0,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",0,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",10,"Past"
"Alberta","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",0,"Past"
"Quebec","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"Applied",0,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",40,"Past"
"Quebec","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",0,"Past"
"Newfoundland and Labrador","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",30,"Past"
"Ontario","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",50,"Past"
"","","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",50,"Past"
"Nova Scotia","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",0,"Past"
"British Columbia","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"Applied",10,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",0,"Past"
"","","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",80,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",0,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",0,"Past"
"","","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",0,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"Applied",40,"Past"
"Alberta","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",100,"Applied",0,"Past"
"British Columbia","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",0,"Past"
"","","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",0,"Past"
"Ontario","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"Applied",0,"Past"
"British Columbia","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"Applied",0,"Past"
"Spain","Spain","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",30,"Past"
"Germany","Germany","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",0,"Past"
"","","Canada","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",0,"Past"
"Nova Scotia","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"Applied",0,"Past"
"Maine","USA","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",100,"Applied",0,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",90,"Applied",20,"Past"
"Ontario","Canada","Canada","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"Applied",0,"Past"
"Ontario","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",0,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"Applied",70,"Past"
"Nova Scotia","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",0,"Past"
"Manitoba","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",100,"Applied",0,"Past"
"Quebec","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",0,"Past"
"Nova Scotia","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",70,"Applied",0,"Past"
"Quebec","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",0,"Past"
"Quebec","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"Applied",100,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",0,"Past"
"Spain","Spain","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",10,"Past"
"Ontario","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"Applied",30,"Past"
"New Brunswick","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"Applied",10,"Past"
"Nunavut","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"Applied",0,"Past"
"Quebec","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",100,"Applied",10,"Past"
"Nova Scotia","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",100,"Applied",0,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"Applied",10,"Past"
"New Brunswick","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",0,"Past"
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"Applied",0,"Past"
"Quebec","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",100,"Applied",0,"Past"
"Quebec","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"Applied",20,"Past"
"Quebec","Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"Applied",70,"Past"
